Game,MS_Store_Link,ProductID
Battletoads,https://www.xbox.com/en-us/games/store/Battletoads/9N7GCF5SGCXC,9N7GCF5SGCXC
New Super Lucky's Tale,https://www.xbox.com/en-us/games/store/New-Super-Luckys-Tale/9MZN3SMXN824,9MZN3SMXN824
Microsoft Flight Simulator (2020): Game of the Year Edition,https://www.xbox.com/en-us/games/store/microsoft-flight-simulator-2020/9NRRJLLXM68V,9NRRJLLXM68V
Trailmakers,https://www.xbox.com/en-us/games/store/Trailmakers/9NSFGM8J6MBJ,9NSFGM8J6MBJ
Grounded,Not Found,N/A
Halo 3,https://www.xbox.com/en-us/games/store/Halo-3/BSXZVK24CMR3,BSXZVK24CMR3
Neon Abyss,https://www.xbox.com/en-us/games/store/Neon-Abyss/9PLWSGHFQ4PS,9PLWSGHFQ4PS
Fallout 76,https://www.xbox.com/en-us/games/store/fallout-76-gleaming-depths-deluxe-edition/9pbnr4x5h3c8,9pbnr4x5h3c8
The Bard's Tale ARPG: Remastered and Resnarkled,https://www.xbox.com/en-us/games/store/The-Bards-Tale-ARPG-Remastered-and-Resnarkled/9PN3VDFTB5HZ,9PN3VDFTB5HZ
BattleTech,https://www.xbox.com/en-us/games/store/BATTLETECH/9NQVDQS2BC10,9NQVDQS2BC10
No Man's Sky,Not Found,N/A
Minecraft: Dungeons,https://www.xbox.com/en-us/games/store/minecraft-dungeons-for-windows-launcher/9nb6bvl3mtg4,9nb6bvl3mtg4
Golf With Your Friends,Not Found,N/A
Halo 2: Anniversary,https://www.xbox.com/en-us/games/store/Halo-2-Anniversary/9P5739G419LD,9P5739G419LD
DayZ,https://www.xbox.com/en-us/games/store/DayZ/BSR9NLHVF1KL,BSR9NLHVF1KL
MechWarrior 5: Mercenaries,https://www.xbox.com/en-us/games/store/MechWarrior-5-Mercenaries/9PB86W3JK8Z5,9PB86W3JK8Z5
Gears Tactics,Not Found,N/A
Totally Reliable Delivery Service,https://www.xbox.com/en-us/games/store/Totally-Reliable-Delivery-Service/9NZG72SH3H4W,9NZG72SH3H4W
Bleeding Edge,https://www.xbox.com/en-us/games/store/Bleeding-Edge/9NX6XGVJ0J3D,9NX6XGVJ0J3D
Ori and the Will of the Wisps,Not Found,N/A
Halo: Combat Evolved - Anniversary,https://www.xbox.com/en-us/games/store/halo-combat-evolved-anniversary/c1xfhqsgwgd1,c1xfhqsgwgd1
Wasteland Remastered,https://www.xbox.com/en-us/games/store/Wasteland-Remastered/9NGH1FK0RJGL,9NGH1FK0RJGL
Wolfenstein: Youngblood,https://www.xbox.com/en-us/games/store/Wolfenstein-Youngblood/C421ZX7RCG0W,C421ZX7RCG0W
Frostpunk,https://www.xbox.com/en-us/games/store/Frostpunk-Console-Edition/9NP539LHJD8S,9NP539LHJD8S
Phoenix Point,https://www.xbox.com/en-us/games/store/Phoenix-Point/9P1P5Q3BNM7J,9P1P5Q3BNM7J
Totally Accurate Battle Simulator,https://www.xbox.com/en-us/games/store/Totally-Accurate-Battle-Simulator/9PC4RWP34M2D,9PC4RWP34M2D
Pillars of Eternity: Definitive Edition,https://www.xbox.com/en-us/games/store/Pillars-of-Eternity-Definitive-Edition/9N1P6T7ZQ2KF,9N1P6T7ZQ2KF
Overcooked! 2,https://www.xbox.com/en-us/games/store/Overcooked-2/BVJLKDG2TX8H,BVJLKDG2TX8H
Halo: Reach,Not Found,N/A
Age of Empires II: Definitive Edition,https://www.xbox.com/en-us/games/store/Age-of-Empires-II-Definitive-Edition/9NJDD0JGPP2Q,9NJDD0JGPP2Q
RAGE 2,https://www.xbox.com/en-us/games/store/RAGE-2/C2DCJ95ZXBMS,C2DCJ95ZXBMS
The Outer Worlds,https://www.xbox.com/en-us/games/store/The-Outer-Worlds/9MWD2Z8L1FBQ,9MWD2Z8L1FBQ
Fallout: New Vegas - Ultimate Edition,Not Found,N/A
Dishonored 2,https://www.xbox.com/en-us/games/store/Dishonored-2/BSZM480TSWGP,BSZM480TSWGP
Gears 5: Game of the Year Edition,Not Found,N/A
Dead Cells,https://www.xbox.com/en-us/games/store/Dead-Cells/BQSCNS1T8PHQ,BQSCNS1T8PHQ
The Bard's Tale IV: Director's Cut,https://www.xbox.com/en-us/games/store/The-Bards-Tale-IV-Directors-Cut/C2B4T86TXLRS,C2B4T86TXLRS
Age of Empires: Definitive Edition,https://www.xbox.com/en-us/games/store/Age-of-Empires-Definitive-Edition/9NJWTJSVGVLJ,9NJWTJSVGVLJ
Stellaris,https://www.xbox.com/en-us/games/store/Stellaris/9NXQPGMR917R,9NXQPGMR917R
Slay the Spire,https://www.xbox.com/en-us/games/store/Slay-The-Spire/9P6W46XMDJM5,9P6W46XMDJM5
The Bard's Tale Trilogy,https://www.xbox.com/en-us/games/store/The-Bards-Tale-Trilogy/9MVN4ND41DD3,9MVN4ND41DD3
Killer Instinct 2 Classic,https://www.xbox.com/en-us/games/store/Killer-Instinct-2-Classic/C2HDBXXNXT7R,C2HDBXXNXT7R
Killer Instinct Classic,https://www.xbox.com/en-us/games/store/Killer-Instinct-Classic/BX8FPDDRCLWT,BX8FPDDRCLWT
Killer Instinct (2013): Anniversary Edition,https://www.xbox.com/en-us/games/store/killer-instinct-anniversary-edition/9n04ns8tp202,9n04ns8tp202
Middle-earth: Shadow of War,https://www.xbox.com/en-us/games/store/Middle-earth-Shadow-of-War/9PDV8FKWP3B4,9PDV8FKWP3B4
Torment: Tides of Numenera,https://www.xbox.com/en-us/games/store/Torment-Tides-of-Numenera/BQND4NQXFFV2,BQND4NQXFFV2
Perfect Dark,https://www.xbox.com/en-us/games/store/Perfect-Dark/C0SWGV4560W1,C0SWGV4560W1
Rare Replay,https://www.xbox.com/en-us/games/store/Rare-Replay/C22T53SQ7FLM,C22T53SQ7FLM
ASTRONEER,https://www.xbox.com/en-us/games/store/ASTRONEER/9NBLGGH43KZB,9NBLGGH43KZB
Batman: Arkham Knight,https://www.xbox.com/en-us/games/store/Batman-Arkham-Knight/BSLX1RNXR6H7,BSLX1RNXR6H7
Halo: Spartan Strike,https://www.xbox.com/en-us/games/store/Halo-Spartan-Strike/9WZDNCRFJBFJ,9WZDNCRFJBFJ
Hollow Knight: Voidheart Edition,https://www.xbox.com/en-us/games/store/Hollow-Knight-Voidheart-Edition/9MW9469V91LM,9MW9469V91LM
Moonlighter,https://www.xbox.com/en-us/games/store/Moonlighter/9P8XJRLCLH2P,9P8XJRLCLH2P
Rise of Nations: Extended Edition,https://www.xbox.com/en-us/games/store/rise-of-nations-extended-edition/9ns84hcwzd8b,9ns84hcwzd8b
Dead by Daylight: Special Edition,https://www.xbox.com/en-us/games/store/Dead-by-Daylight/C0N22P73QZ60,C0N22P73QZ60
Descenders,https://www.xbox.com/en-us/games/store/Descenders/C37XBX7DCBZ0,C37XBX7DCBZ0
Wolfenstein II: The New Colossus,https://www.xbox.com/en-us/games/store/Wolfenstein-II-The-New-Colossus/C4LLMHFQ1BXQ,C4LLMHFQ1BXQ
The Walking Dead: A New Frontier,https://www.xbox.com/en-us/games/store/the-walking-dead-a-new-frontier/9nblggh4vxpm,9nblggh4vxpm
Prey,https://www.xbox.com/en-us/games/store/Prey/BQMVWCMB8P59,BQMVWCMB8P59
Minecraft,https://www.xbox.com/en-us/games/store/xbox-game-pass-ultimate/cfq7ttc0khs0?icid=CNavAllXboxGamePassUltimate,cfq7ttc0khs0
Fallout 4,https://www.xbox.com/en-us/games/store/Fallout-4/C3KLDKZBHNCZ,C3KLDKZBHNCZ
The Walking Dead: Michonne,https://www.xbox.com/en-us/games/store/The-Walking-Dead-Michonne-The-Complete-Season/C2XNJC9WK15X,C2XNJC9WK15X
Crackdown 3,https://www.xbox.com/en-us/games/store/Crackdown-3-Campaign/9P1HXTHZ28CB,9P1HXTHZ28CB
The Walking Dead: The Complete First Season,Not Found,N/A
The Walking Dead: Season Two,https://www.xbox.com/en-us/games/store/The-Walking-Dead-Season-Two/C2DQXX0CB42F,C2DQXX0CB42F
ARK: Ultimate Survivor Edition ,https://www.xbox.com/en-us/games/store/ARK-Ultimate-Survivor-Edition/9N5JRWWGMS1R,9N5JRWWGMS1R
Ori and the Blind Forest: Definitive Edition,https://www.xbox.com/en-us/games/store/Ori-and-the-Blind-Forest-Definitive-Edition/BW85KQB8Q31M,BW85KQB8Q31M
Hellblade: Senua's Sacrifice,https://www.xbox.com/en-us/games/store/Hellblade-Senuas-Sacrifice/C4Z7QM8FSXM2,C4Z7QM8FSXM2
Wolfenstein: The New Order,Not Found,N/A
Halo: The Master Chief Collection,https://www.xbox.com/en-us/games/store/Halo-The-Master-Chief-Collection/BPK4ZKFCFL5G,BPK4ZKFCFL5G
Quantum Break,https://www.xbox.com/en-us/games/store/Quantum-Break/BPNDKQN84N6L,BPNDKQN84N6L
DOOM (2016),https://www.xbox.com/en-us/games/store/DOOM/C3QH42WRGM3R,C3QH42WRGM3R
RAGE,https://www.xbox.com/en-us/games/store/RAGE/BR27BSZ2M3SR,BR27BSZ2M3SR
Rush: A Disney Pixar Adventure,https://www.xbox.com/en-us/games/store/Rush-A-DisneyPixar-Adventure/9P3PL76N0KWZ,9P3PL76N0KWZ
Ryse: Son of Rome,https://www.xbox.com/en-us/games/store/Ryse-Son-of-Rome-In-Game-Gold/C29LML3XCBJZ,C29LML3XCBJZ
Fallout 3: Game of the Year Edition,https://www.xbox.com/en-us/games/store/Fallout-3-Game-of-the-Year-Edition/9NBZ9JF6TFMD,9NBZ9JF6TFMD
Human: Fall Flat,https://www.xbox.com/en-us/games/store/Human-Fall-Flat/BSMZH25V6V46,BSMZH25V6V46
The Elder Scrolls IV: Oblivion,Not Found,N/A
The Elder Scrolls Online,Not Found,N/A
Disneyland Adventures,https://www.xbox.com/en-us/games/store/Disneyland-Adventures/9N6Z8DQXSQWH,9N6Z8DQXSQWH
Wasteland 2: Director's Cut,https://www.xbox.com/en-us/games/store/Wasteland-2-Directors-Cut/C521HDXRTS7F,C521HDXRTS7F
State of Decay 2: Juggernaut Edition,Not Found,N/A
Cities: Skylines - Remastered,https://www.xbox.com/en-us/games/store/cities-skylines-remastered/9mz4gbwx9gnd,9mz4gbwx9gnd
theHunter: Call of the Wild,https://www.xbox.com/en-us/games/store/theHunter-Call-of-the-Wild/BXBJQ1932138,BXBJQ1932138
Sea of Thieves,Not Found,N/A
Super Lucky's Tale,https://www.xbox.com/en-us/games/store/Super-Luckys-Tale/9PLMGFWCFZ9G,9PLMGFWCFZ9G
Fable Anniversary,https://www.xbox.com/en-us/games/store/Fable-Anniversary/C2Q32JM0BPZL,C2Q32JM0BPZL
Halo Wars 2,https://www.xbox.com/en-us/games/store/Halo-Wars-2/C21TDXKRNMHZ,C21TDXKRNMHZ
Zoo Tycoon: Ultimate Animal Collection,https://www.xbox.com/en-us/games/store/Zoo-Tycoon-Ultimate-Animal-Collection/9PJ06TZX4NMH,9PJ06TZX4NMH
Gears of War 4,https://www.xbox.com/en-us/games/store/Gears-of-War-4/9NBLGGH4PBBM,9NBLGGH4PBBM
Mass Effect,https://www.xbox.com/en-us/games/store/Mass-Effect-Legendary-Edition/9PKWHT7G60WQ,9PKWHT7G60WQ
Halo Wars: Definitive Edition,https://www.xbox.com/en-us/games/store/Halo-Wars-Definitive-Edition/BPRPQSKXTD1L,BPRPQSKXTD1L
Costume Quest 2,https://www.xbox.com/en-us/games/store/Costume-Quest-2/BZ92FB6PWXFJ,BZ92FB6PWXFJ
State of Decay: Year One Survival Edition,https://www.xbox.com/en-us/games/store/State-of-Decay-Year-One-Survival-Edition/C4HXGZ1X0881,C4HXGZ1X0881
Fable II,Not Found,N/A
ReCore: Definitive Edition,https://www.xbox.com/en-us/games/store/ReCore/9NBLGGH1Z6FQ,9NBLGGH1Z6FQ
Banjo-Kazooie,https://www.xbox.com/en-us/games/store/Banjo-Kazooie/BSJG7TTSWVJ2,BSJG7TTSWVJ2
Banjo-Kazooie: Nuts & Bolts,https://www.xbox.com/en-us/games/store/Banjo-Kazooie-N-n-B/BVR64CDJ01FJ,BVR64CDJ01FJ
Banjo-Tooie,https://www.xbox.com/en-us/games/store/Banjo-Tooie/BX27S00SKW1V,BX27S00SKW1V
Fable III,https://www.xbox.com/en-us/games/store/Fable-III/BR46KM4D5B9L,BR46KM4D5B9L
Fuzion Frenzy,https://www.xbox.com/en-us/games/store/Fuzion-Frenzy/C2P985H1H42H,C2P985H1H42H
Gears of War,Not Found,N/A
Gears of War 2,https://www.xbox.com/en-us/games/store/Gears-of-War-2/C1SDBNRFXT1D,C1SDBNRFXT1D
Gears of War 3,https://www.xbox.com/en-us/games/store/Gears-of-War-3/BPKDQSSFQ9WV,BPKDQSSFQ9WV
Gears of War: Judgment,Not Found,N/A
Gears of War: Ultimate Edition,https://www.xbox.com/en-us/games/store/Gears-of-War-Ultimate-Edition/BQT21VXFS52F,BQT21VXFS52F
Halo 5: Guardians,https://www.xbox.com/en-us/games/store/Halo-5-Guardians/BRRC2BP0G9P0,BRRC2BP0G9P0
Halo: Spartan Assault,https://www.xbox.com/en-us/games/store/Halo-Spartan-Assault/BV0K9LMLQ9W5,BV0K9LMLQ9W5
Jetpac Refuelled,https://www.xbox.com/en-us/games/store/Jetpac-Refuelled/BRRVN5198461,BRRVN5198461
Joy Ride Turbo,https://www.xbox.com/en-us/games/store/Joy-Ride-Turbo/C1ZWH2BZ9TSF,C1ZWH2BZ9TSF
Kameo: Elements of Power,https://www.xbox.com/en-us/games/store/Kameo/BV83SM3191S5,BV83SM3191S5
Max: The Curse of Brotherhood,https://www.xbox.com/en-us/games/store/Max-The-Curse-of-Brotherhood/C0SFCF4PBRSZ,C0SFCF4PBRSZ
Payday 2: Crimewave Edition,https://www.xbox.com/en-us/games/store/payday-2-crimewave-edition/9n3k69gs7fwr,9n3k69gs7fwr
Perfect Dark Zero,https://www.xbox.com/en-us/games/store/Perfect-Dark-Zero/BZF7N4FQWHNR,BZF7N4FQWHNR
ScreamRide,https://www.xbox.com/en-us/games/store/ScreamRide/BQ4M1XWXFKHB,BQ4M1XWXFKHB
Sunset Overdrive,https://www.xbox.com/en-us/games/store/Sunset-Overdrive/BRZHFR5XBLQS,BRZHFR5XBLQS
Terraria,https://www.xbox.com/en-us/games/store/Terraria/BTNPS60N3114,BTNPS60N3114
Viva Piñata,https://www.xbox.com/en-us/games/store/Viva-Pinata/BSXSL6WBJ0V7,BSXSL6WBJ0V7
Viva Piñata: Trouble in Paradise,https://www.xbox.com/en-us/games/store/Viva-Pinata-TIP/BS1NPTPJGD4G,BS1NPTPJGD4G
Carrion,https://www.xbox.com/en-us/games/store/Carrion/9NPKKNBJ258V,9NPKKNBJ258V
Hell Let Loose,https://www.xbox.com/en-us/games/store/Hell-Let-Loose/9N44WK3WV2HJ,9N44WK3WV2HJ
PAW Patrol World,Not Found,N/A
Wildfrost,Not Found,N/A
Still Wakes the Deep,Not Found,N/A
Mortal Kombat 11,https://www.xbox.com/en-us/games/store/Mortal-Kombat-11/BTC0L0BW6LWC,BTC0L0BW6LWC
Barbie Project Friendship,https://www.xbox.com/en-us/games/store/barbie-project-friendship/9nbv7kw62rxv,9nbv7kw62rxv
Octopath Traveler,https://www.xbox.com/en-us/games/store/OCTOPATH-TRAVELER/9N9606CC950J,9N9606CC950J
Octopath Traveler II,Not Found,N/A
Lords of the Fallen,Not Found,N/A
SteamWorld Build,https://www.xbox.com/en-us/games/store/steamworld-build/9mvrdc1bw8tq,9mvrdc1bw8tq
Metal Slug: Tactics,Not Found,N/A
Jusant,Not Found,N/A
Return to Monkey Island,Not Found,N/A
NBA LIVE 19,https://www.xbox.com/en-us/games/store/NBA-LIVE-19-Pre-order-Incentive/BNSKQL66QLC0,BNSKQL66QLC0
Teenage Mutant Ninja Turtles: Mutants Unleashed,Not Found,N/A
Core Keeper,Not Found,N/A
Cocoon,https://www.xbox.com/en-us/games/store/cocoon/9n3fps4ldhcr,9n3fps4ldhcr
NINJA GAIDEN: Master Collection,https://www.xbox.com/en-us/games/store/NINJA-GAIDEN-Master-Collection/9NCG3X89KRLD,9NCG3X89KRLD
All You Need Is Help,Not Found,N/A
We Love Katamari Reroll + Royal Reverie,https://www.xbox.com/en-us/games/store/we-love-katamari-reroll-royal-reverie/9p648h4r49gb,9p648h4r49gb
Wargroove 2,https://www.xbox.com/en-us/games/store/Wargroove/9NRPTTJ94PCK,9NRPTTJ94PCK
Borderlands 3: Ultimate Edition,Not Found,N/A
Sea of Stars,Not Found,N/A
This War of Mine: Final Cut,https://www.xbox.com/en-us/games/store/this-war-of-mine-final-cut/9mt6tg9cxr2h,9mt6tg9cxr2h
Ben 10: Power Trip,https://www.xbox.com/en-us/games/store/Ben-10-Power-Trip/9NJWFF2KHL6H,9NJWFF2KHL6H
PAW Patrol Mighty Pups: Save Adventure Bay,https://www.xbox.com/en-us/games/store/PAW-Patrol-Mighty-Pups-Save-Adventure-Bay/9N3TF03KNTBD,9N3TF03KNTBD
Persona 3: Reload,Not Found,N/A
Farming Simulator 22,https://www.xbox.com/en-us/games/store/Farming-Simulator-22/9P6SRW1HVW9K,9P6SRW1HVW9K
Anthem,https://www.xbox.com/en-us/games/store/Anthem-Legion-of-Dawn-Edition/C1H46KTPZZ2Q,C1H46KTPZZ2Q
Gigantic: Rampage Edition,https://www.xbox.com/en-us/games/store/gigantic-rampage-edition/9pgg5gf9326c,9pgg5gf9326c
Kunitsu-Gami: Path of the Goddess,Not Found,N/A
Turnip Boy Robs a Bank,https://www.xbox.com/en-us/games/store/turnip-boy-robs-a-bank/9ndt1ms39fxz,9ndt1ms39fxz
Mafia: Definitive Edition,Not Found,N/A
Flock (2024),Not Found,N/A
Magical Delicacy,https://www.xbox.com/en-us/games/store/magical-delicacy/9pcrbqg481q1,9pcrbqg481q1
Tchia,Not Found,N/A
The Case of the Golden Idol,Not Found,N/A
The Callisto Protocol,https://www.xbox.com/en-us/games/store/the-callisto-protocol-for-xbox-series-xs/9N1L0KL84B56,9N1L0KL84B56
Journey to the Savage Planet,https://www.xbox.com/en-us/games/store/Journey-to-the-Savage-Planet/BZ3CVPFPDSHK,BZ3CVPFPDSHK
Robin Hood: Sherwood Builders,https://www.xbox.com/en-us/games/store/robin-hood-sherwood-builders/9p7ld2nmmmrn,9p7ld2nmmmrn
SteamWorld Dig,https://www.xbox.com/en-us/games/store/SteamWorld-Dig/C289KCH8WP0F,C289KCH8WP0F
SteamWorld Dig 2,https://www.xbox.com/en-us/games/store/SteamWorld-Dig-2/9P45LLRNDP1R,9P45LLRNDP1R
Arcade Paradise,https://www.xbox.com/en-us/games/store/arcade-paradise/9n2fqcgwh32d,9n2fqcgwh32d
My Friend Peppa Pig,https://www.xbox.com/en-us/games/store/My-Friend-Peppa-Pig/9NDJLXD2X2DM,9NDJLXD2X2DM
Keplerth,Not Found,N/A
My Time at Sandrock,https://www.xbox.com/en-us/games/store/my-time-at-sandrock-deluxe-edition/9n3jwskw431s,9n3jwskw431s
Isonzo,https://www.xbox.com/en-us/games/store/isonzo/9p892x2ccq74,9p892x2ccq74
Depersonalization,Not Found,N/A
"Rolling Hills: Make Sushi, Make Friends",Not Found,N/A
Dordogne,https://www.xbox.com/en-us/games/store/dordogne/9pbc65kxpv5v,9pbc65kxpv5v
Hypnospace Outlaw,https://www.xbox.com/en-us/games/store/Hypnospace-Outlaw/9PM3NVB3PXG0,9PM3NVB3PXG0
Firework,https://www.xbox.com/en-us/games/store/Firework-a-modern-tale/9PMDWMZSKGTW,9PMDWMZSKGTW
Humanity,https://www.xbox.com/en-us/games/store/humanity/9pnw4cc69t4b,9pnw4cc69t4b
Remnant II,https://www.xbox.com/en-us/games/store/remnant-ii-standard-edition/9p9278zmgqlj,9p9278zmgqlj
Slayers X: Terminal Aftermath - Vengance of the Slayer,Not Found,N/A
Cassette Beasts,https://www.xbox.com/en-us/games/store/cassette-beasts/9n82snqtzvmq,9n82snqtzvmq
Hauntii,Not Found,N/A
Chants of Sennaar,https://www.xbox.com/en-us/games/store/chants-of-sennaar/9nr8v6m3qh57,9nr8v6m3qh57
Brothers: A Tale of Two Sons,https://www.xbox.com/en-us/games/store/Brothers-a-Tale-of-Two-Sons/C4Q29CMJ31NX,C4Q29CMJ31NX
The Big Con,https://www.xbox.com/en-us/games/store/The-Big-Con/9P01R01ZJ9BX,9P01R01ZJ9BX
Dune: Spice Wars,Not Found,N/A
Orcs Must Die! 3,https://www.xbox.com/en-us/games/store/Orcs-Must-Die-3/9NCWF7RRR52G,9NCWF7RRR52G
Harold Halibut,Not Found,N/A
Botany Manor,https://www.xbox.com/en-us/games/store/botany-manor/9mzt90b954xf,9mzt90b954xf
Kona,https://www.xbox.com/en-us/games/store/Kona/BXDSG249D6Q2,BXDSG249D6Q2
Homestead Arcana,Not Found,N/A
Coral Island,Not Found,N/A
Turbo Golf Racing (Game Preview),Not Found,N/A
Lil Gator Game,Not Found,N/A
Hot Wheels Unleashed 2: Turbocharged,https://www.xbox.com/en-us/games/store/hot-wheels-unleashed-2-turbocharged/9mwdkl3sd6d9,9mwdkl3sd6d9
Open Roads,Not Found,N/A
MLB The Show 24,Not Found,N/A
The Lamplighters League,https://www.xbox.com/en-us/games/store/the-lamplighters-league-deluxe-edition/9pjm4n3nwz4b,9pjm4n3nwz4b
Monster Hunter: Rise,https://www.xbox.com/en-us/games/store/monster-hunter-rise/9n1vp8wdqk4d,9n1vp8wdqk4d
Yakuza 0,https://www.xbox.com/en-us/games/store/yakuza-0-directors-cut/9nrkltwn2zq7,9nrkltwn2zq7
Yakuza Kiwami,https://www.xbox.com/en-us/games/store/yakuza-kiwami-2/9PBPNTFFXCBN,9PBPNTFFXCBN
Yakuza Kiwami 2,https://www.xbox.com/en-us/games/store/yakuza-kiwami-2/9PBPNTFFXCBN,9PBPNTFFXCBN
Yakuza: Like a Dragon,Not Found,N/A
No More Heroes III,https://www.xbox.com/en-us/games/store/no-more-heroes-3-xbox/9nslhctrdwgc,9nslhctrdwgc
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Not Found,N/A
Lies of P,Not Found,N/A
Solar Ash,Not Found,N/A
Yakuza 6: The Song of Life,https://www.xbox.com/en-us/games/store/Yakuza-6-The-Song-of-Life/9NK3ZFC5R579,9NK3ZFC5R579
Yakuza 5: Remastered,Not Found,N/A
"Warhammer 40,000: Boltgun",Not Found,N/A
Space Engineers,https://www.xbox.com/en-us/games/store/Space-Engineers/9NLV3X229LG1,9NLV3X229LG1
Maneater,https://www.xbox.com/en-us/games/store/Maneater/9P5B81KVDGP1,9P5B81KVDGP1
GRIS,https://www.xbox.com/en-us/games/store/Gris/9NHHP2H0ZP98,9NHHP2H0ZP98
Wo Long: Fallen Dynasty,https://www.xbox.com/en-us/games/store/wo-long-fallen-dynasty/9n9x9pc8v9cp,9n9x9pc8v9cp
Yakuza 3: Remastered,https://www.xbox.com/en-us/games/store/Yakuza-3-Remastered/9N3460XCS8BC,9N3460XCS8BC
Yakuza 4: Remastered,Not Found,N/A
F1 22,https://www.xbox.com/en-us/games/store/f1-22/9NLG03K3M699,9NLG03K3M699
Indivisible,https://www.xbox.com/en-us/games/store/indivisible/9nbfqmp69n1s,9nbfqmp69n1s
Return to Grace,Not Found,N/A
Tales of Arise,https://www.xbox.com/en-us/games/store/Tales-of-Arise/9P91PLSLZBKW,9P91PLSLZBKW
A Little to the Left,https://www.xbox.com/en-us/games/store/a-little-to-the-left-extra-tidy-bundle/9p0w15k4k75s,9p0w15k4k75s
Bloodstained: Ritual of the Night,https://www.xbox.com/en-us/games/store/Bloodstained-Ritual-of-the-Night/9P9K78101LCW,9P9K78101LCW
Merge & Blade,https://www.xbox.com/en-us/games/store/merge-blade/9nw2xnzlvsww,9nw2xnzlvsww
Madden NFL 23,Not Found,N/A
EA Sports UFC 3,https://www.xbox.com/en-us/games/store/EA-SPORTS-UFC/BXLW311NX101,BXLW311NX101
Anuchard,https://www.xbox.com/en-us/games/store/anuchard/9nz02xzd806l,9nz02xzd806l
Broforce Forever,https://www.xbox.com/en-us/games/store/Broforce/9P03ZQMBMV65,9P03ZQMBMV65
Serious Sam: Siberian Mayhem,https://www.xbox.com/en-us/games/store/serious-sam-siberian-mayhem/9p2w3xct75v2,9p2w3xct75v2
Maquette,https://www.xbox.com/en-us/games/store/maquette/9nw7m71v29dt,9nw7m71v29dt
Darkest Dungeon,Not Found,N/A
Death's Door,Not Found,N/A
Those Who Remain,https://www.xbox.com/en-us/games/store/Those-Who-Remain/9MWSQ6NPV189,9MWSQ6NPV189
Figment,https://www.xbox.com/en-us/games/store/figment-journey-into-the-mind/BS0P7HLFPPP0,BS0P7HLFPPP0
Exoprimal,Not Found,N/A
Common'hood,Not Found,N/A
Insurgency: Sandstorm,Not Found,N/A
Escape Academy,https://www.xbox.com/en-us/games/store/escape-academy/9p3nt9h51rmr,9p3nt9h51rmr
LEGO 2K Drive,https://www.xbox.com/en-us/games/store/lego-2k-drive-cross-gen-standard-edition/9nqkb8nztgkk,9nqkb8nztgkk
Close to the Sun,Not Found,N/A
Party Animals,https://www.xbox.com/en-us/games/store/party-animals-deluxe-edition/9nn2cz47hb73,9nn2cz47hb73
McPixel 3,https://www.xbox.com/en-us/games/store/mcpixel-3/9pp2ww5tq7ms,9pp2ww5tq7ms
BlazBlue: Cross Tag Battle - Special Edition,https://www.xbox.com/en-us/games/store/blazblue-cross-tag-battle-special-edition/9nfwdrbzxdl9,9nfwdrbzxdl9
Humankind,https://www.xbox.com/en-us/games/store/HUMANKIND/9PM7HXJ92D6W,9PM7HXJ92D6W
The Quarry,Not Found,N/A
Tin Hearts,https://www.xbox.com/en-us/games/store/tin-hearts/9MZSWZD5TDZP,9MZSWZD5TDZP
Amnesia: The Bunker,https://www.xbox.com/en-us/games/store/amnesia-the-bunker/9pc15h56ngjk,9pc15h56ngjk
Rainbow Billy: The Curse of the Leviathan,https://www.xbox.com/en-us/games/store/Rainbow-Billy-The-Curse-of-the-Leviathan/9PMGFL6KM0T2,9PMGFL6KM0T2
Forager,Not Found,N/A
Forza Horizon 4,https://www.xbox.com/en-us/games/store/Forza-Horizon-4/9PNQKHFLD2WQ,9PNQKHFLD2WQ
While the Iron's Hot,https://www.xbox.com/en-us/games/store/while-the-irons-hot/9p2f4c1xfzj4,9p2f4c1xfzj4
Spirit of the North: Enhanced Edition,https://www.xbox.com/en-us/games/store/Spirit-of-the-North-Enhanced-Edition/9MVL42NJFVZ2,9MVL42NJFVZ2
Remnant: From the Ashes,https://www.xbox.com/en-us/games/store/Remnant-From-the-Ashes/9PBHXGWZTS2N,9PBHXGWZTS2N
Rollerdrome,https://www.xbox.com/en-us/games/store/rollerdrome/9PLTZHF1J8BM,9PLTZHF1J8BM
Hello Neighbor 2,https://www.xbox.com/en-us/games/store/hello-neighbor-2-deluxe-edition/9pkg0kplkrqt,9pkg0kplkrqt
Soccer Story,Not Found,N/A
Conan Exiles,https://www.xbox.com/en-us/games/store/Conan-Exiles/C2X6ZCNKN2WR,C2X6ZCNKN2WR
Persona 5: Tactica,Not Found,N/A
Dungeons 4,Not Found,N/A
Like a Dragon Gaiden: The Man Who Erased His Name,Not Found,N/A
Like a Dragon: Ishin!,Not Found,N/A
Goat Simulator,https://www.xbox.com/en-us/games/store/Goat-Simulator/BV0NM309K1TL,BV0NM309K1TL
Somerville,https://www.xbox.com/en-us/games/store/somerville/9n1ps56br6vk,9n1ps56br6vk
Dicey Dungeons,https://www.xbox.com/en-us/games/store/dicey-dungeons/9pc4c9nlp3zd,9pc4c9nlp3zd
Headbangers: Rhythm Royale,Not Found,N/A
Mineko's Night Market,https://www.xbox.com/en-us/games/store/minekos-night-market/9nbpnw2jqncd,9nbpnw2jqncd
Inkulinati (Game Preview),Not Found,N/A
