product_id,title,publisher,developer,short_description,category,original_release_date,gamepass_added_date,rating_7_days_count,rating_30_days_count,rating_alltime_count,rating_7_days_avg,rating_30_days_avg,rating_alltime_avg,Rating_play_count_7_days,Rating_play_count_30_days,Rating_play_count_alltime,has_gamepass_remediation,current_price,Game,MS_Store_Link,ProductID,System,xCloud,Status,Added,Removed,Months,Release,Age,Metacritic,Completion,Genre,Series X|S,Owner Notes,ESRB,ESRB Content Descriptors,Community Notes,Status.1,Added.1,Delay
9NWNLS28ZG37,Quake III Arena,Bethesda Softworks,id Software,The greatest warriors of all time and space have been summoned to battle for the amusement of an ancient alien race. Wield a variety of guns and power-ups as you fight for glory against ruthless combatants in this fast-paced single-player and multiplayer FPS.,Unknown,2021-08-19 17:00:00+00:00,,0,0,393,0.0,0.0,4.1,0.0,0.0,0.0,True,5.99,Quake III: Arena,https://www.xbox.com/en-us/games/store/QUAKE-III-Arena/9NWNLS28ZG37,9NWNLS28ZG37,PC,,Active,Aug 2021,,52.0,Dec 1999,21.71,90,6.0,First-Person Shooter,,,M,"Blood and Gore, Language, Violence",,Active,Oct 2025,49.4
BZ8TNLDZHNQR,Syndicate,Electronic Arts,EAP / Starbreeze,"2069 – The developed world is divided up into regions controlled by mega-corporations known as Syndicates. These Syndicates have revolutionized how the consumer interacts with the digital world.  No longer does the consumer require a device to access the world’s data, they can do this at the blink of an eye via neural chip implant.  With little governmental oversight, business has become war.",Unknown,2012-02-29 00:00:00+00:00,,0,0,102,0.0,0.0,4.6,0.0,0.0,0.0,False,0.0,Syndicate (1993),https://www.xbox.com/en-us/games/store/Syndicate/BZ8TNLDZHNQR,BZ8TNLDZHNQR,PC,,Active,Aug 2021,,52.07,Jun 1993,28.19,84,12.0,Action / Strategy / RPG,,,T,,,TBD,,52.07
9MZG29LRCCK0,Underworld Ascendant,505 Games,OtherSide Entertainment,"Enter The Stygian Abyss, a dangerous, highly interactive dungeon world. Mix and match dozens of combat, stealth and magic skills to develop your own unique style of play. Set out on more than 70 quests, earn rewards and unlock skills through resourceful, unboxed gameplay and ingenious performance. Become The Ascendant.",Unknown,2019-06-26 00:00:00+00:00,,0,0,146,0.0,0.0,2.6,0.0,0.0,0.0,False,7.49,Ultima Underworld 1,https://www.xbox.com/en-us/games/store/Underworld-Ascendant/9MZG29LRCCK0,9MZG29LRCCK0,PC,,Active,Aug 2021,,52.07,Mar 1992,29.39,94,20.0,Action / RPG,,,E,Animated Violence,,TBD,,52.07
9WZDNCRFHWD2,Microsoft Solitaire Collection,Xbox Game Studios,,,Unknown,2012-07-28 01:27:59+00:00,,2955,13096,2144670,4.8,4.9,4.7,0.0,0.0,0.0,True,0.0,Microsoft Solitaire Collection: Premium Edition,https://www.xbox.com/en-us/games/store/Microsoft-Solitaire-Collection/9WZDNCRFHWD2,9WZDNCRFHWD2,PC,,Active,Aug 2021,,52.07,Oct 2012,8.81,70,80.0,Card Game / Minigame Collection,,,E,,,TBD,,52.07
BRPGP6H8P26F,DiRT Rally 2.0,Codemasters,Codemasters,"DiRT Rally 2.0 dares you to carve your way through a selection of iconic rally locations from across the globe, in the most powerful off-road vehicles ever made, knowing that the smallest mistake could end your stage.",Unknown,2019-02-26 00:00:00+00:00,,12,32,2656,3.5,3.9,3.4,0.0,0.0,0.0,False,14.99,DiRT Rally 2.0,https://www.xbox.com/en-us/games/store/DiRT-Rally-20/BRPGP6H8P26F,BRPGP6H8P26F,Xbox,,Active,Aug 2021,,52.3,Feb 2019,2.46,82,10.0,Driving/Racing,,"GP: Added 9/26/19, left 9/30/20",E,,,Active,Sep 2024,37.07
C4B8XR1LCXR5,Crimson Skies®: High Road to Revenge™,Microsoft,Microsoft Game Studios,"An Xbox 360 hard drive is required to use this item GAME-PLAY ALERT: The online multiplayer, leaderboards and voice features of this game are no longer supported. This game has been fully tested to successfully play on your Xbox 360 console. However, in some cases, you may see some minor irregularities with audio/video for brief periods. For more details, see www.xbox.com/xboxoriginals. Crimson Skies®: High Road to Revenge™ combines thrilling aerial combat with the swashbuckling style of a Holl…",Unknown,2003-11-11 00:00:00+00:00,,0,2,679,0.0,5.0,4.5,0.0,0.0,0.0,True,9.99,Crimson Skies: High Road to Revenge,https://www.xbox.com/en-us/games/store/Crimson-Skies-High-Road-to-Revenge/C4B8XR1LCXR5,C4B8XR1LCXR5,Xbox,Touch Controls,Active,Jul 2021,,52.77,Oct 2003,17.76,88,8.0,Flight Simulator / Vehicular Combat,,,T,"Xbox 360, PlayStation 3",OG Xbox,Active,Sep 2024,37.53
BRG51C5MWFSG,BLiNX: The Time Sweeper,Microsoft Studios,Artoon Co,"Blinx: The Time Sweeper is a fast-paced action game featuring a cool, clever new character in wild, warped worlds. The ability to control the flow of time provides a totally new 4-dimensional gaming experience only possible on Xbox.",Unknown,2018-04-17 00:00:00+00:00,,1,3,666,5.0,4.7,4.3,0.0,0.0,0.0,True,9.99,Blinx: The Time Sweeper,https://www.xbox.com/en-us/games/store/BLiNX-The-Time-Sweeper/BRG51C5MWFSG,BRG51C5MWFSG,Xbox,Touch Controls,Active,Jul 2021,,52.9,Oct 2002,18.79,71,10.0,Action,,,E,,OG Xbox,Active,Sep 2024,37.67
BPBV3PCB0X44,UFC® 4,Electronic Arts,EA Vancouver,"In EA SPORTS UFC 4 the fighter you become is shaped by your fight style, your achievements, and your personality. No matter how or where you play EA SPORTS UFC 4 puts ‘you’ at the center of every fight.",Unknown,2020-08-14 04:00:00+00:00,,3,12,9025,3.0,2.2,2.1,0.0,0.0,0.0,False,59.99,EA Sports UFC 4,https://www.xbox.com/en-us/games/store/UFC-4/BPBV3PCB0X44,BPBV3PCB0X44,Xbox,,Active,Jul 2021,,53.37,Aug 2020,0.9,82,12.0,Sports / Fighting,FPS Boost,,T,"Blood, Language, Mild Suggestive Themes, Violence",,Active,Sep 2024,38.13
BPQZT43FWD49,Gang Beasts,Boneloaf,"Boneloaf, Rocket Science","Gang Beasts is a silly multiplayer party game with surly gelatinous characters, brutal slapstick fight sequences, and absurd hazardous environments, set in the mean streets of Beef City.",Unknown,2019-03-27 00:00:00+00:00,,34,128,21166,4.1,4.4,3.9,0.0,0.0,0.0,True,7.99,Gang Beasts,https://www.xbox.com/en-us/games/store/Gang-Beasts/BPQZT43FWD49,BPQZT43FWD49,Xbox / PC,Yes,Active,Jul 2021,,53.6,Aug 2014,6.84,67,4.0,Brawler,,Game Pass Essential launch title (9/14/23),E10+,Cartoon Violence,,Active,Sep 2024,38.37
9NMBJQ0265ZK,Need for Speed™ Hot Pursuit Remastered,Electronic Arts,Stellar Entertainment Limited,"Feel the thrill of the chase and the rush of escape behind the wheels of the world’s hottest high-performance cars in Need for Speed™ Hot Pursuit Remastered. Unleash a savage sense of speed in heart-pumping, socially competitive racing experience.",Unknown,2020-11-06 09:00:00+00:00,,5,24,3058,3.8,3.5,3.3,0.0,0.0,0.0,False,5.99,Need for Speed: Hot Pursuit - Remastered,https://www.xbox.com/en-us/games/store/Need-for-Speed-Hot-Pursuit-Remastered/9NMBJQ0265ZK,9NMBJQ0265ZK,Xbox / PC,Touch Controls,Active,Jun 2021,,53.83,Nov 2020,0.63,76,16.0,Driving/Racing,,,E10+,"Mild Violence, Mild Lyrics",,Active,Sep 2024,38.6
9PDDP6ML6XHF,Medieval Dynasty,Toplitz Productions,Render Cube,"Hunt, survive, build and lead in the harsh Middle Ages: Create your own Medieval Dynasty and ensure its long-lasting prosperity or die trying!",Unknown,2022-10-06 18:00:00+00:00,,34,99,9499,3.7,3.8,3.8,0.0,0.0,0.0,True,17.49,Medieval Dynasty,https://www.xbox.com/en-us/games/store/medieval-dynasty/9PDDP6ML6XHF,9PDDP6ML6XHF,Xbox / PC,Yes,Active,Jun 2021,,54.07,Sep 2020,0.75,73,30.0,RPG / Simulation / Action-Adventure,,"Joined console and cloud 10/6/22, left game preview 9/23/21, joined xbox one 4/20/23",T,"Use of Alcohol, Blood, Suggestive Themes, Mild Language, Violence",,Active,Sep 2024,38.83
9NXQKPGMHH9G,Arx Fatalis,Bethesda Softworks,Arkane Studios,"This critically acclaimed first-person RPG from Arkane Studios takes the player on an amazing journey into the fantasy world of Arx. As your epic quest unfolds you will explore ancient temples, bustling cities and abandoned mines; unearth legendary artifacts and face terrifying foes.",Unknown,2021-06-13 19:00:00+00:00,,1,1,261,1.0,1.0,3.1,0.0,0.0,0.0,True,1.64,Arx Fatalis,https://www.xbox.com/en-us/games/store/Arx-Fatalis/9NXQKPGMHH9G,9NXQKPGMHH9G,PC,,Active,Jun 2021,,54.2,Nov 2002,18.59,77,20.0,Action / Adventure / RPG,,Official PC Mod Support,M,"Violence, Blood, Simulated Gambling",,Active,Oct 2025,51.6
C5F2XDQPPJKZ,Dishonored®: Death of the Outsider™,Bethesda Softworks,Arkane Studios,"From the award-winning developers at Arkane® Studios comes Dishonored®: Death of the Outsider, the first standalone adventure in the critically-acclaimed Dishonored® series. Be a badass supernatural assassin and take on the role of notorious Billie Lurk as she reunites with her mentor Daud in order to pull off the greatest assassination ever conceived.",Unknown,2017-09-15 00:00:00+00:00,,1,6,1307,5.0,4.8,3.9,0.0,0.0,0.0,True,29.99,Dishonored: Death of the Outsider,https://www.xbox.com/en-us/games/store/Dishonored-Death-of-the-Outsider/C5F2XDQPPJKZ,C5F2XDQPPJKZ,Xbox / PC,Yes,Active,Jun 2021,,54.2,Sep 2017,3.74,83,7.0,Action-Adventure,FPS Boost,,M,"Blood and Gore, Strong Language, Intense Violence",,Active,Sep 2024,38.97
9N42CT1J5WGW,Fallout,Bethesda Softworks,Interplay,You've just unearthed the classic post-apocalyptic role-playing game that revitalized the entire CRPG genre. Make the right decisions or you could end up as another fallen hero in the wastelands…,Unknown,2021-06-13 19:00:00+00:00,,3,3,859,5.0,5.0,3.9,0.0,0.0,0.0,True,2.49,Fallout,https://www.xbox.com/en-us/games/store/Fallout/9N42CT1J5WGW,9N42CT1J5WGW,PC,,Active,Jun 2021,,54.2,Sep 1997,23.7,89,16.0,RPG,,Official PC Mod Support,M,"Blood and Gore, Strong Language, Suggestive Themes, Violence",,Active,Oct 2025,51.6
9P1JS86M9SXH,Fallout 2,Bethesda Softworks,Black Isle Studios,"Fallout® 2 is the sequel to the critically acclaimed game that took RPG'ing out of the dungeons and into a dynamic, apocalyptic retro-future.

Mastering your character's skills and traits for survival, Fallout® 2 will challenge you to endure in a post-nuclear world.",Unknown,2021-06-13 19:00:00+00:00,,0,2,507,0.0,4.5,3.9,0.0,0.0,0.0,True,2.49,Fallout 2,https://www.xbox.com/en-us/games/store/Fallout-2/9P1JS86M9SXH,9P1JS86M9SXH,PC,,Active,Jun 2021,,54.2,Sep 1998,22.7,86,31.0,RPG,,Official PC Mod Support,M,"Blood and Gore, Sexual Content, Strong Language, Violence",,Active,Oct 2025,51.6
9NDV7FRVD7ML,Fallout Tactics,Bethesda Softworks,14° East,"Tactical Squad-Based Combat comes to the Fallout® Universe!
In these dark times, the Brotherhood - your Brotherhood - is all that stands between the rekindled flame of civilization and the howling, radiated wasteland.",Unknown,2021-06-13 19:00:00+00:00,,0,0,156,0.0,0.0,3.4,0.0,0.0,0.0,True,2.49,Fallout Tactics: Brotherhood of Steel,https://www.xbox.com/en-us/games/store/Fallout-Tactics/9NDV7FRVD7ML,9NDV7FRVD7ML,PC,,Active,Jun 2021,,54.2,Mar 2001,20.25,82,31.0,Action / Strategy / RPG,,Official PC Mod Support,M,"Violence, Blood, Strong Language",,Active,Oct 2025,51.6
C4CBF3FHHCND,FOR HONOR : MARCHING FIRE EDITION,Ubisoft,Ubisoft Montreal,"The Wu Lin faction comes to For Honor! Get instant access to four new heroes from the Far East: the Tiandi, the Jiang Jun, the Nuxia, and the Shaolin.

THE FOR HONOR BASE GAME IS REQUIRED TO PLAY THE MARCHING FIRE EXPANSION.",Unknown,2018-10-16 00:00:00+00:00,,0,1,577,0.0,5.0,3.1,0.0,0.0,0.0,False,0.0,For Honor: Marching Fire Edition,https://www.xbox.com/en-us/games/store/FOR-HONOR-MARCHING-FIRE-EDITION/C4CBF3FHHCND,C4CBF3FHHCND,Xbox / PC,Yes,Active,Jun 2021,,54.53,Dec 2017,3.47,78,7.0,Action / Strategy / Fighting / MOBA,Optimized,"Ubisoft Connect launcher, Matching Fire Edition replaced standard version 6/1/22",M,"Blood and Gore, Intense Violence",,Active,Sep 2024,39.3
9PNRSC0J6DT8,SnowRunner,Focus Entertainment,Saber Interactive,"Get ready for the next-generation off-road experience! 
SnowRunner puts you in the driver’s seat of powerful vehicles as you conquer extreme open environments with the most advanced terrain simulation ever. Drive 40 vehicles from brands such as Ford, Chevrolet, and Freightliner as you leave your mark on an untamed open world.",Unknown,2021-05-18 00:00:00+00:00,,8,29,2363,4.4,4.4,3.5,0.0,0.0,0.0,True,15.99,SnowRunner,https://www.xbox.com/en-us/games/store/SnowRunner/9PNRSC0J6DT8,9PNRSC0J6DT8,Xbox / PC,Yes,Active,May 2021,,55.03,Apr 2020,1.06,81,90.0,Driving/Racing / Simulation,,,E,,,Active,Sep 2024,39.8
C5HHPG1TXDNG,Psychonauts,Double Fine Productions,Double Fine Productions,"A PSYCHIC ODYSSEY THROUGH THE MINDS OF MISFITS, MONSTERS, AND MADMEN",Unknown,2005-04-01 00:00:00+00:00,,3,18,1684,4.7,4.6,4.5,0.0,0.0,0.0,True,1.49,Psychonauts,https://www.xbox.com/en-us/games/store/Psychonauts/C5HHPG1TXDNG,C5HHPG1TXDNG,Xbox / PC,Touch Controls,Active,May 2021,,55.2,Apr 2005,16.07,88,13.0,Platformer / Action-Adventure,,Official PC Mod Support,T,"Crude Humor, Language, Cartoon Violence",OG Xbox,Active,Sep 2024,39.97
9PLSCHRN5715,Zombie Army 4: Dead War,Rebellion,Rebellion,"Hitler’s hordes are back for more in this spine-chilling shooter! Occult enemies, epic weapons and a new campaign for 1-4 players await, as you fight to save humankind from undead Armageddon!",Unknown,2020-02-04 00:00:00+00:00,,5,21,4916,4.0,4.4,4.0,0.0,0.0,0.0,True,49.99,Zombie Army 4: Dead War,https://www.xbox.com/en-us/games/store/Zombie-Army-4-Dead-War/9PLSCHRN5715,9PLSCHRN5715,Xbox / PC,M+KB,Active,Apr 2021,,56.37,Feb 2020,1.18,76,12.0,First-Person Shooter / Action-Adventure,Optimized,,M,"Blood and Gore, Language, Intense Violence",,Active,Sep 2024,41.13
9PHK9D8CLQCG,Genesis Noir,Fellow Traveller,Feral Cat Den,A noir adventure spanning time and space. ,Unknown,2021-03-12 00:00:00+00:00,,1,9,1582,5.0,4.4,3.5,0.0,0.0,0.0,True,14.99,Genesis Noir,https://www.xbox.com/en-us/games/store/Genesis-Noir/9PHK9D8CLQCG,9PHK9D8CLQCG,Xbox / PC,Touch Controls,Active,Mar 2021,,56.8,Mar 2021,0.0,79,5.0,Adventure,,,T,"Mild Blood, Mild Violence, Sexual Themes, Use of Alcohol And Tobacco",,Active,Sep 2024,41.57
9NGL4GBPXM1G,Dungeon Keeper™ 2,Electronic Arts,Bullfrog Productions,Bad guys have all the fun,Unknown,1999-07-07 00:00:00+00:00,,1,1,1,5.0,5.0,5.0,0.0,0.0,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,
9N7H29G7G485,Need for Speed™ Most Wanted,Electronic Arts ,Criterion Games,"Buckle up, hit the gas and make trouble.",Unknown,2005-11-15 00:00:00+00:00,,3,3,11,5.0,5.0,5.0,0.0,0.0,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,
C3MVXTCDKT77,Rebel Galaxy,Double Damage Games Inc.,Double Damage Games Inc.,"Rebel Galaxy is a swashbuckling space adventure, with action-packed combat, exploration, discovery, trade, and “negotiation” with the outlandish denizens at the edge of the known universe.",Unknown,2016-01-13 00:00:00+00:00,,2,3,1552,3.5,4.0,4.3,0.0,0.0,0.0,False,19.99,Rebel Galaxy,https://www.xbox.com/en-us/games/store/Rebel-Galaxy/C3MVXTCDKT77,C3MVXTCDKT77,PC,,Active,Mar 2021,,57.03,Oct 2015,5.41,75,22.0,Action / RPG,,Removed 3/28/22,T,"Violence, Drug Reference, Language",,TBD,,57.03
9P6ZKL905TMT,SPORE™,Electronic Arts,Maxis,How will you create the universe?,Unknown,2008-06-10 00:00:00+00:00,,0,1,6,0.0,3.0,3.2,0.0,0.0,0.0,False,0.0,SPORE,https://www.xbox.com/en-us/games/store/SPORE/9P6ZKL905TMT,9P6ZKL905TMT,PC,,Active,Mar 2021,,57.03,Sep 2008,12.53,84,13.0,Strategy / Adventure / Simulation,,,E10+,"Comic Mischief, Fantasy Violence, Animated Blood",,TBD,,57.03
BV9CWVQWNS4P,STAR WARS™: Squadrons,Electronic Arts,Motive,"Master the art of starfighter combat in the authentic piloting experience STAR WARS™: Squadrons. Buckle up, feel the adrenaline of first-person multiplayer space dogfights alongside your squadron, and learn what it means to be a pilot in a thrilling STAR WARS™ single-player story.",Unknown,2020-10-02 04:00:00+00:00,,5,16,5135,4.0,3.7,3.1,0.0,0.0,0.0,False,3.99,Star Wars Squadrons,https://www.xbox.com/en-us/games/store/STAR-WARS-Squadrons/BV9CWVQWNS4P,BV9CWVQWNS4P,Xbox / PC,Touch Controls,Active,Mar 2021,,57.03,Oct 2020,0.46,79,9.0,Action / Flight Simulator,Optimized,Added to cloud 4/7/22,T,"Fantasy Violence, Mild Language",,Active,Sep 2024,41.8
C299QVC2BSJF,Dishonored® Definitive Edition,Bethesda Softworks,Arkane Studios,"Arkane Studios’ Dishonored®, winner of over 100 Game of the Year awards, and all of its additional content - Dunwall City Trials, The Knife of Dunwall, The Brigmore Witches and Void Walker’s Arsenal - come to the next generation in Dishonored® Definitive Edition!",Unknown,2015-08-25 00:00:00+00:00,,4,18,8095,4.8,4.7,4.5,0.0,0.0,0.0,True,4.99,Dishonored: Definitive Edition,https://www.xbox.com/en-us/games/store/Dishonored-Definitive-Edition/C299QVC2BSJF,C299QVC2BSJF,Xbox / PC,Yes,Active,Mar 2021,,57.23,Aug 2018,2.55,76,13.0,RPG / First-Person Shooter / Action-Adventure,FPS Boost,,M,"Blood and Gore, Sexual Themes, Strong Language, Intense Violence",,Active,Sep 2024,42.0
C299QVC2BSJF,Dishonored® Definitive Edition,Bethesda Softworks,Arkane Studios,"Arkane Studios’ Dishonored®, winner of over 100 Game of the Year awards, and all of its additional content - Dunwall City Trials, The Knife of Dunwall, The Brigmore Witches and Void Walker’s Arsenal - come to the next generation in Dishonored® Definitive Edition!",Unknown,2015-08-25 00:00:00+00:00,,4,18,8095,4.8,4.7,4.5,0.0,0.0,0.0,True,4.99,Dishonored,https://www.xbox.com/en-us/games/store/Dishonored-Definitive-Edition/C299QVC2BSJF,C299QVC2BSJF,XB360/OG Xbox,,GwG Permanent,Aug 2014,Aug 2014,0.47,Oct 2012,1.85,91,13.0,Action-Adventure,,,,,,,,
9NSL68D814GC,DOOM 3,Bethesda Softworks,id Software / Panic Button,"A demonic invasion has overwhelmed the Union Aerospace Corporation's Mars research facility. As one of only a few survivors, you must fight your way to hell and back against a horde of demons in this award-winning horror/action FPS and reimagining of the original DOOM.",Unknown,2019-07-26 16:00:00+00:00,,8,21,3527,3.2,3.3,3.3,0.0,0.0,0.0,True,3.99,DOOM 3,https://www.xbox.com/en-us/games/store/DOOM-3/9NSL68D814GC,9NSL68D814GC,Xbox / PC,Yes,Active,Mar 2021,,57.23,Aug 2004,16.61,88,11.0,First-Person Shooter,,,M,"Intense Violence, Blood and Gore",,Active,Sep 2024,42.0
9MXND4PQLK3W,DOOM 64,Bethesda Softworks,id Software / Nightdive Studios,"Fight against demons in your crusade to hunt down the Mother of Demons and stop Hell's invasion. As you battle through more than 30 action-packed levels, be on the lookout for enhanced weapons and secrets to help you put an end to the demonic threat.",Unknown,2020-03-20 04:00:00+00:00,,4,13,1944,4.2,4.5,4.4,0.0,0.0,0.0,True,1.99,DOOM 64,https://www.xbox.com/en-us/games/store/DOOM-64/9MXND4PQLK3W,9MXND4PQLK3W,Xbox / PC,M+KB,Active,Mar 2021,,57.23,Mar 1997,23.95,77,7.0,First-Person Shooter,,,M,"Violence, Blood and Gore",,Active,Sep 2024,42.0
C20WW4W29FQ1,Generation Zero®,Avalanche Studios,Systemic Reaction,"Generation Zero is a stealth-action shooter where you wage guerilla warfare against lethal mechanical enemies. Explore a vast open world map inspired by the Swedish Cold War era, take part in the resistance alone or with up to three friends in seamless co-op.
",Unknown,2019-03-26 00:00:00+00:00,,16,36,9043,4.1,4.1,3.5,0.0,0.0,0.0,True,7.49,Generation Zero,https://www.xbox.com/en-us/games/store/Generation-Zero/C20WW4W29FQ1,C20WW4W29FQ1,Xbox / PC,Yes,Active,Dec 2021,,48.6,Mar 2019,2.68,51,22.0,First-Person Shooter,,,T,"Violence, Language",,Active,Sep 2024,33.37
BXVCFBJBNS17,The Elder Scrolls III: Morrowind,Bethesda Softworks,Bethesda Game Studios,"The Elder Scrolls III: Morrowind is an epic, open-ended single-player game where you create and play any kind of character you can imagine. Your actions define your character, and your gameplay changes and evolves in response to your actions.",Unknown,2018-04-17 00:00:00+00:00,,4,11,1766,4.0,4.6,4.6,0.0,0.0,0.0,True,9.99,The Elder Scrolls III: Morrowind,https://www.xbox.com/en-us/games/store/The-Elder-Scrolls-III-Morrowind/BXVCFBJBNS17,BXVCFBJBNS17,Xbox / PC,Yes,Active,Mar 2021,,57.23,May 2002,18.86,88,45.0,RPG,,Official PC Mod Support,T,Violence,OG Xbox,Active,Sep 2024,42.0
C2M8HBNVPT1T,The Evil Within,Bethesda Softworks,Tango Gameworks,"Developed by Shinji Mikami, The Evil Within embodies the meaning of pure survival horror. Highly-crafted environments and an intricate story are combined to create an immersive world that will bring you to the height of tension. With limited resources at your disposal, you’ll fight for survival in this perfect blend of horror and action.",Unknown,2014-10-14 00:00:00+00:00,,9,30,13038,4.1,4.3,4.3,0.0,0.0,0.0,True,4.99,The Evil Within,https://www.xbox.com/en-us/games/store/The-Evil-Within/C2M8HBNVPT1T,C2M8HBNVPT1T,Xbox / PC,Yes,Active,Mar 2021,,57.23,Oct 2014,6.41,74,16.0,Shooter,,,M,"Blood and Gore, Strong Language, Intense Violence",,Active,Sep 2024,42.0
BPV4GXTDCNSH,Wolfenstein: The Old Blood,Bethesda Softworks,MachineGames,"Wolfenstein: The Old Blood is a standalone prequel to the critically acclaimed first-person action-adventure shooter, Wolfenstein: The New Order. The adventure, which spans eight chapters and two interconnected stories, features the hallmarks of MachineGames – thrilling action, immersive story and intense first-person combat.",Unknown,2015-05-05 00:00:00+00:00,,3,11,6596,3.3,4.2,4.4,0.0,0.0,0.0,True,4.99,Wolfenstein: The Old Blood,https://www.xbox.com/en-us/games/store/Wolfenstein-The-Old-Blood/BPV4GXTDCNSH,BPV4GXTDCNSH,Xbox / PC,Yes,Active,Mar 2021,,57.23,May 2015,5.85,76,6.0,First-Person Shooter,,,M,"Blood and Gore, Intense Violence, Strong Language",,Active,Sep 2024,42.0
9PJGM0T0827V,DIRT 5,Codemasters,Codemasters,"Let Loose in DIRT 5 -  the boldest off-road racing experience ever, with a star-studded Career, four-player split-screen, innovative online modes, livery editor and more. Blaze a trail on global tracks, covering gravel, ice, snow and sand, with cars ranging from rally icons, to trucks, to GT heroes.
",Unknown,2020-11-06 00:00:00+00:00,,4,19,6827,3.2,2.8,2.5,0.0,0.0,0.0,True,14.99,DiRT 5,https://www.xbox.com/en-us/games/store/DIRT-5/9PJGM0T0827V,9PJGM0T0827V,Xbox / PC,Touch Controls,Active,Feb 2021,,57.8,Oct 2020,0.36,79,8.0,Driving/Racing,Optimized,Joined EA Play 8/10/21,E,,,Active,Sep 2024,42.57
9N8N7NZSVTG3,Pillars of Eternity 2: Deadfire - Ultimate Edition (PC),Versus Evil,Obsidian Entertainment,"The award-winning RPG from the masters at Obsidian Entertainment finally arrives, featuring all major updates and expansions. 

The god Eothas awakens from his slumber, killing you and stealing a piece of your soul. Now resurrected, it is up to you and your companions to use magic, gunpowder, and steel to uncover the rogue god's machinations as he tramples across the Deadfire Archipelago.
",Unknown,2021-03-25 00:00:00+00:00,,1,1,747,3.0,3.0,3.7,0.0,0.0,0.0,True,59.99,Pillars of Eternity II: Deadfire - Ultimate Edition,https://www.xbox.com/en-us/games/store/Pillars-of-Eternity-2-Deadfire-Ultimate-Edition-PC/9N8N7NZSVTG3,9N8N7NZSVTG3,Xbox / PC,Touch Controls,Active,Feb 2021,,58.03,May 2018,2.78,88,42.0,RPG,,Official PC Mod Support,M,"Nudity, Blood and Gore, Sexual Themes, Strong Language, Violence",,Active,Sep 2024,42.8
BRJNRZ9N734V,Wreckfest,THQ Nordic,Bugbear Entertainment,"Break the rules and take full-contact racing to the limit with Wreckfest! 





Expect epic crashes, neck-to-neck fights over the finish line and brand-new ways for metal to bend – These are the once-in-a-lifetime moments that can only be achieved in Wreckfest, with its true-to-life physics simulation crafted by legendary developer Bugbear, who also brought you FlatOut 1 & 2!





Burn rubber and shred metal in the ultimate driving playground!",Unknown,2019-08-27 04:00:00+00:00,,12,30,5556,4.3,4.3,3.8,0.0,0.0,0.0,True,13.49,Wreckfest,https://www.xbox.com/en-us/games/store/Wreckfest/BRJNRZ9N734V,BRJNRZ9N734V,Xbox / PC,Touch Controls,Active,Feb 2021,,58.03,Jun 2018,2.68,82,20.0,Driving/Racing,,Game Pass Essential (4/23/24),T,"Mild Violence, Mild Lyrics",,Active,Sep 2024,42.8
BPKVH4C4XV4N,Injustice™ 2,Warner Bros. Games,NetherRealm Studios,Build and power up the ultimate version of your favorite DC legends in INJUSTICE 2. This is your Legend. Your Journey. Your Injustice.,Unknown,2017-05-16 00:00:00+00:00,,8,30,11362,4.4,4.7,4.1,0.0,0.0,0.0,True,39.99,Injustice 2,https://www.xbox.com/en-us/games/store/Injustice-2/BPKVH4C4XV4N,BPKVH4C4XV4N,Xbox / PC,Yes,Active,Jan 2021,,59.4,May 2017,3.64,88,6.0,Fighting,,,T,"Blood, Suggestive Themes, Alcohol Reference, Violence, Language",,Active,Sep 2024,44.17
9NG07QJNK38J,Among Us,Innersloth,Innersloth,An online and local party game of teamwork and betrayal for 4-15 players...in space!,Unknown,2021-12-14 00:00:00+00:00,,40,174,37542,3.3,3.5,3.8,0.0,0.0,0.0,True,4.99,Among Us,https://www.xbox.com/en-us/games/store/Among-Us/9NG07QJNK38J,9NG07QJNK38J,Xbox / PC,Touch Controls,Active,Dec 2020,,60.07,Jun 2018,2.5,85,14.0,Strategy,,"Game Pass Essential launch title (9/14/23), Joined console and cloud 12/14/21",E10+,"Fantasy Violence, Mild Blood",,Active,Sep 2024,44.83
BQ1W1T1FC14W,The Elder Scrolls V: Skyrim Special Edition,Bethesda Softworks,Bethesda Game Studios,"Winner of more than 200 Game of the Year Awards, The Elder Scrolls V: Skyrim Special Edition brings the epic fantasy to life in stunning detail. The Special Edition includes the critically acclaimed game and add-ons with all-new features like remastered art and effects, volumetric god rays, dynamic depth of field, screen-space reflections, and more. 

Skyrim Special Edition also brings the power of Bethesda Game Studios Creations to consoles. New quests, environments, characters, dialogue, armor, weapons and more – with Creations, there are no limits to what you can experience.",Unknown,2016-10-28 00:00:00+00:00,,41,143,34303,4.2,4.1,4.4,0.0,0.0,0.0,True,9.99,The Elder Scrolls V: Skyrim Special Edition,https://www.xbox.com/en-us/games/store/The-Elder-Scrolls-V-Skyrim-Special-Edition/BQ1W1T1FC14W,BQ1W1T1FC14W,Xbox / PC,Yes,Active,Dec 2020,,60.13,Oct 2016,4.13,82,26.0,RPG,FPS Boost,Official PC Mod Support,M,"Use of Alcohol, Blood and Gore, Sexual Themes, Language, Intense Violence",,Active,Sep 2024,44.9
